bißchen direct O O O
übrig direct O O O
! direct O O O
« direct O O O
spotteten O O O O
wieder O O O O
dritte O O O O
. O O O O
» direct O O O
Nicht direct O O O
nur direct O O O
das direct O O O
« direct O O O
, O O O O
meinte O O O O
lachend O O O O
der O O O O
Präsident O O O O
, O O O O
» direct O O O
sondern direct O O O
wir direct O O O
Yankees direct O O O
beugen direct O O O
uns direct O O O
auch direct O O O
alle direct O O O
, direct O O O
nicht direct O O O
wahr direct O O O
, direct O O O
Judge direct O O O
, direct O O O
in direct O O O
tiefster direct O O O
Demut direct O O O
, direct O O O
anerkennen direct O O O
unser direct O O O
Zurückstehen direct O O O
, direct O O O
euer direct O O O
Übergewicht direct O O O
in direct O O O
diesem direct O O O
Punkte direct O O O
, direct O O O
und direct O O O
zwar direct O O O
so direct O O O
vollkommen direct O O O
, direct O O O
daß direct O O O
ich direct O O O
moralisch direct O O O
überzeugt direct O O O
bin direct O O O
, direct O O O
ein direct O O O
Southron direct O O O
im direct O O O
Falle direct O O O
unsers direct O O O
Käpt'n direct O O O
Murky direct O O O
und direct O O O
vor direct O O O
dem direct O O O
Molo direct O O O
zu direct O O O
Havanna direct O O O
würde direct O O O
nicht direct O O O
nur direct O O O
den direct O O O
Spanier direct O O O
mit direct O O O
seinen direct O O O
Musquetaires direct O O O
, direct O O O
sondern direct O O O
auch direct O O O
den direct O O O
Molo direct O O O
mit direct O O O
seinen direct O O O
hundert direct O O O
Kanonen direct O O O
, direct O O O
wenn direct O O O
nicht direct O O O
Havanna direct O O O
selbst direct O O O
, direct O O O
zum direct O O O
Kampfe direct O O O
herausgefordert direct O O O
haben direct O O O
. direct O O O
« direct O O O
» direct O O O
Geht direct O O O
zum direct O O O
Henker direct O O O
! direct O O O
« direct O O O
riefen O O O O
lachend O O O O
die O O O O
Southrons O O O O
. O O O O
Der O O O O
Präsident O O O O
lachte O O O O
herzlich O O O O
mit O O O O
. O O O O
