einigen direct O O O
Jahren direct O O O
, direct O O O
wo direct O O O
sich direct O O O
täglich direct O O O
und direct O O O
stündlich direct O O O
meine direct O O O
Plage direct O O O
erneute direct O O O
, direct O O O
war direct O O O
ich direct O O O
abgemagert direct O O O
wie direct O O O
ein direct O O O
Schatten direct O O O
und direct O O O
gedachte direct O O O
mit direct O O O
Wehmuth direct O O O
der direct O O O
glänzenden direct O O O
Plane direct O O O
und direct O O O
Hoffnungen direct O O O
, direct O O O
wozu direct O O O
mich direct O O O
der direct O O O
Ueberfluß direct O O O
an direct O O O
zeitlichen direct O O O
Gütern direct O O O
und direct O O O
meine direct O O O
Unabhängigkeit direct O O O
berechtigte direct O O O
. direct O O O
Wie direct O O O
oft direct O O O
war direct O O O
ich direct O O O
beneidet direct O O O
worden direct O O O
von direct O O O
anderen direct O O O
Kunstgenossen direct O O O
, direct O O O
welche direct O O O
minder direct O O O
reich direct O O O
, direct O O O
wie direct O O O
ich direct O O O
, direct O O O
um's direct O O O
tägliche direct O O O
Brod direct O O O
arbeiten direct O O O
mußten direct O O O
und direct O O O
in direct O O O
Werken direct O O O
ermüdeten direct O O O
, direct O O O
die direct O O O
weder direct O O O
ihrer direct O O O
Laune direct O O O
zusagten direct O O O
, direct O O O
noch direct O O O
ihren direct O O O
Fähigkeiten direct O O O
angemessen direct O O O
waren direct O O O
. direct O O O
Ach direct O O O
und direct O O O
wie direct O O O
köstlich direct O O O
war direct O O O
ihr direct O O O
Zustand direct O O O
im direct O O O
Vergleich direct O O O
mit direct O O O
meiner direct O O O
Lage direct O O O
! direct O O O
Denn direct O O O
mit direct O O O
einer direct O O O
an direct O O O
Wahnsinn direct O O O
gränzenden direct O O O
Verzweiflung direct O O O
sah direct O O O
ich direct O O O
meinen direct O O O
Tod direct O O O
immer direct O O O
mehr direct O O O
herannahen direct O O O
, direct O O O
sah direct O O O
mit direct O O O
Entsetzen direct O O O
die direct O O O
höllische direct O O O
Freude direct O O O
meines direct O O O
Peinigers direct O O O
, direct O O O
mich direct O O O
nun direct O O O
bald direct O O O
gänzlich direct O O O
zu direct O O O
Staub direct O O O
zu direct O O O
mahlen direct O O O
, direct O O O
denn direct O O O
gedörrt direct O O O
und direct O O O
geröstet direct O O O
war direct O O O
ich direct O O O
schon direct O O O
bei direct O O O
lebendigem direct O O O
Leibe direct O O O
. direct O O O
Eines direct O O O
Tages direct O O O
, direct O O O
wo direct O O O
ich direct O O O
in direct O O O
dumpfem direct O O O
Hinbrüten direct O O O
auf direct O O O
meinem direct O O O
Kämmerlein direct O O O
saß direct O O O
, direct O O O
hörte direct O O O
ich direct O O O
an direct O O O
der direct O O O
Thüre direct O O O
ein direct O O O
klägliches direct O O O
Weinen direct O O O
und direct O O O
ein direct O O O
leises direct O O O
Klopfen direct O O O
. direct O O O
Schon direct O O O
war direct O O O
ich direct O O O
auf direct O O O
einen direct O O O
neuen direct O O O
Spuk direct O O O
gefaßt direct O O O
und direct O O O
einzelne direct O O O
Staubtheilchen direct O O O
tanzten direct O O O
vor direct O O O
meinen direct O O O
Augen direct O O O
nach direct O O O
dem direct O O O
Tacte direct O O O
dieser direct O O O
elenden direct O O O
Melodie direct O O O
, direct O O O
daß direct O O O
mir direct O O O
die direct O O O
Sinne direct O O O
fast direct O O O
vergingen direct O O O
, direct O O O
da direct O O O
glaubte direct O O O
ich direct O O O
in direct O O O
dem direct O O O
Weinenden direct O O O
meines direct O O O
Friedrichs direct O O O
Stimme direct O O O
zu direct O O O
erkennen direct O O O
und direct O O O
mich direct O O O
ermannend direct O O O
, direct O O O
fragte direct O O O
ich direct O O O
, direct O O O
was direct O O O
er direct O O O
vorhabe direct O O O
? direct O O O
