Wiese O indirect O O
stehe O indirect O O
weit O indirect O O
unter O indirect O O
einem O indirect O O
Acker O indirect O O
, O indirect O O
denn O indirect O O
sie O indirect O O
nähre O indirect O O
blos O indirect O O
das O indirect O O
Vieh O indirect O O
, O indirect O O
der O indirect O O
Acker O indirect O O
aber O indirect O O
nähre O indirect O O
vernünftige O indirect O O
Menschen O indirect O O
. O indirect O O
Da O indirect O O
nun O indirect O O
die O indirect O O
Früchte O indirect O O
des O indirect O O
Herzens O indirect O O
für O indirect O O
den O indirect O O
Himmel O indirect O O
bestimmt O indirect O O
seien O indirect O O
, O indirect O O
so O indirect O O
müßte O indirect O O
jedes O indirect O O
Herz O indirect O O
ein O indirect O O
Acker O indirect O O
sein O indirect O O
, O indirect O O
denn O indirect O O
Gras O indirect O O
und O indirect O O
Heu O indirect O O
könnte O indirect O O
im O indirect O O
Himmel O indirect O O
, O indirect O O
wo O indirect O O
nur O indirect O O
vernünftige O indirect O O
Wesen O indirect O O
wären O indirect O O
, O indirect O O
von O indirect O O
keinem O indirect O O
Nutzen O indirect O O
sein O indirect O O
. O indirect O O
Marja O O reported O
und O O reported O
Lena O O reported O
traten O O reported O
auf O O reported O
Handri's O O reported O
Seite O O reported O
. O O reported O
Jan O O O O
schwankte O O O O
lange O O O O
zwischen O O O O
seiner O O O O
und O O O O
Handri's O O O O
Ansicht O O O O
, O O O O
bis O O O O
am O O O O
Ende O O O O
Marja's O O O O
Vorstellung O O O O
, O O O O
sie O indirect O O
möchte O indirect O O
einmal O indirect O O
keinen O indirect O O
Mann O indirect O O
haben O indirect O O
, O indirect O O
der O indirect O O
lieber O indirect O O
eine O indirect O O
für O indirect O O
das O indirect O O
Vieh O indirect O O
bestimmte O indirect O O
Wiese O indirect O O
als O indirect O O
ein O indirect O O
vernünftiger O indirect O O
Acker O indirect O O
sein O indirect O O
wollte O indirect O O
, O O O O
den O O reported O
Hartnäckigen O O reported O
auf O O reported O
andere O O reported O
Gedanken O O reported O
brachte O O reported O
und O O O O
er O O O O
meinte O O O O
, O O O O
wenn O indirect O O
der O indirect O O
liebe O indirect O O
Gott O indirect O O
die O indirect O O
Pflugschar O indirect O O
nur O indirect O O
nicht O indirect O O
so O indirect O O
tief O indirect O O
eingraben O indirect O O
lassen O indirect O O
wollte O indirect O O
, O indirect O O
so O indirect O O
würde O indirect O O
er O indirect O O
es O indirect O O
wol O indirect O O
auch O indirect O O
vertragen O indirect O O
können O indirect O O
, O indirect O O
er O indirect O O
wollte O indirect O O
sich O indirect O O
darum O indirect O O
nicht O indirect O O
weiter O indirect O O
sträuben O indirect O O
, O indirect O O
ein O indirect O O
Acker O indirect O O
Gottes O indirect O O
zu O indirect O O
sein O indirect O O
. O indirect O O
Hanka O O reported O
ging O O reported O
nun O O reported O
auch O O reported O
zu O O reported O
der O O reported O
allgemeinen O O reported O
Ansicht O O reported O
über O O reported O
und O O O O
wie O O O O
Martha O O O O
mit O O O O
der O O O O
Buttermilch O O O O
kam O O O O
, O O O O
war O O O O
Alles O O O O
ein O O O O
Herz O O O O
und O O O O
ein O O O O
Sinn O O O O
und O O O O
freute O O O O
sich O O O O
der O O O O
Buttermilch O O O O
und O O O O
der O O O O
darauf O O O O
folgenden O O O O
Plinzen O O O O
, O O O O
als O O O O
wäre O O O O
es O O O O
Nektar O O O O
und O O O O
Ambrosia O O O O
aus O O O O
der O O O O
Himmelsküche O O O O
herabgebracht O O O O
. O O O O
