. O O reported O
Wer O O O O
da O O O O
sieht O O O O
, O O O O
was O O reported O
er O O reported O
zu O O reported O
sehen O O reported O
wünscht O O reported O
, O O O O
hat O O O O
mehr O O O O
Vertrauen O O O O
in O O O O
sich O O O O
selbst O O O O
, O O O O
in O O O O
die O O O O
Wahrheit O O O O
, O O O O
die O O O O
sein O O O O
Geist O O O O
produzirt O O O O
, O O O O
als O O O O
in O O O O
die O O O O
Außenwelt O O O O
. O O O O
Und O O O O
da O O O O
es O O O O
der O O O O
ideale O O O O
Held O O O O
des O O O O
Romans O O O O
ist O O O O
, O O O O
den O O reported O
der O O reported O
Dichter O O reported O
so O O reported O
charakterisirt O O reported O
, O O O O
so O O O O
ist O O O O
es O O O O
vielmehr O O O O
der O O O O
entschlossenste O O O O
Idealismus O O O O
, O O O O
zu O O reported O
dem O O reported O
er O O reported O
sich O O reported O
in O O reported O
dieser O O reported O
Form O O reported O
bekennt O O reported O
, O O O O
als O O O O
der O O O O
wirkliche O O O O
Realismus O O O O
. O O O O
Auch O O O O
aus O O O O
den O O O O
als O O O O
sechstes O O O O
Buch O O O O
in O O O O
den O O O O
Roman O O O O
eingeschobenen O O O O
Bekenntnissen O O O O
„ O O O O
Aus O O O O
den O O O O
Unterhaltungen O O O O
und O O O O
Lehren O O O O
des O O O O
Staretz O O O O
Sossima O O O O
"""" O O O O
( O O O O
eines O O O O
im O O O O
Geruche O O O O
der O O O O
Heiligkeit O O O O
stehenden O O O O
geistlichen O O O O
Weisen O O O O
) O O O O
darf O O reported O
man O O reported O
die O O reported O
eigne O O reported O
Anschauung O O reported O
des O O reported O
Dichters O O reported O
herauslesen O O reported O
; O O reported O
sie O O reported O
enthalten O O reported O
seine O O reported O
Ethik O O reported O
. O O reported O
Und O O O O
da O O O O
heißt O O O O
es O O O O
u. O O O O
a. O O O O
: O O O O
„ direct O O O
Brüder direct O O O
, direct O O O
scheut direct O O O
nicht direct O O O
zurück direct O O O
vor direct O O O
der direct O O O
Sünde direct O O O
der direct O O O
Menschen direct O O O
, direct O O O
liebet direct O O O
die direct O O O
Menschen direct O O O
auch direct O O O
in direct O O O
ihrer direct O O O
Sünde direct O O O
, direct O O O
denn direct O O O
das direct O O O
ist direct O O O
das direct O O O
Ebenbild direct O O O
der direct O O O
göttlichen direct O O O
Liebe direct O O O
und direct O O O
der direct O O O
Gipfel direct O O O
der direct O O O
Liebe direct O O O
auf direct O O O
Erden direct O O O
. direct O O O
Liebet direct O O O
die direct O O O
ganze direct O O O
Schöpfung direct O O O
Gottes direct O O O
, direct O O O
wie direct O O O
das direct O O O
Ganze direct O O O
, direct O O O
so direct O O O
auch direct O O O
jedes direct O O O
Sandkörnchen direct O O O
. direct O O O
Liebet direct O O O
jedes direct O O O
Blättchen direct O O O
, direct O O O
jeden direct O O O
Lichtstrahl direct O O O
Gottes direct O O O
. direct O O O
Liebt direct O O O
die direct O O O
Tiere direct O O O
, direct O O O
liebt direct O O O
die direct O O O
Pflanzen direct O O O
, direct O O O
liebt direct O O O
jegliches direct O O O
Ding direct O O O
. direct O O O
Liebst direct O O O
du direct O O O
jegliches direct O O O
Ding direct O O O
, direct O O O
so direct O O O
wird direct O O O
sich direct O O O
dir direct O O O
Gottes direct O O O
Geheimnis direct O O O
in direct O O O
den direct O O O
Dingen direct O O O
offenbaren direct O O O
. direct O O O
Einstmals direct O O O
wird direct O O O
es direct O O O
dir direct O O O
offenbar direct O O O
werden direct O O O
, direct O O O
und direct O O O
dann direct O O O
wirst direct O O O
du direct O O O
es direct O O O
Tag direct O O O
für direct O O O
Tag direct O O O
immer direct O O O
mehr direct O O O
erkennen direct O O O
. direct O O O
Und direct O O O
schließlich direct O O O
wirst direct O O O
du direct O O O
das direct O O O
ganze direct O O O
Weltall direct O O O
lieben direct O O O
mit direct O O O
alles direct O O O
umfassender direct O O O
, direct O O O
alles direct O O O
umspannender direct O O O
Liebe direct O O O
. direct O O O
Liebet direct O O O
die direct O O O
Tiere direct O O O
. direct O O O
Gott direct O O O
hat direct O O O
ihnen direct O O O
das direct O O O
Prinzip direct O O O
des direct O O O
Denkens direct O O O
und direct O O O
harmlose direct O O O
Freudigkeit direct O O O
verliehen direct O O O
. direct O O O
Stört direct O O O
sie direct O O O
nicht direct O O O
, direct O O O
quält direct O O O
sie direct O O O
nicht direct O O O
, direct O O O
nehmt direct O O O
ihnen direct O O O
nicht direct O O O
den direct O O O
Frohsinn direct O O O
, direct O O O
handelt direct O O O
nicht direct O O O
dem direct O O O
Gedanken direct O O O
Gottes direct O O O
zuwider direct O O O
. direct O O O
Der direct O O O
Mensch direct O O O
überhebe direct O O O
sich direct O O O
nicht direct O O O
den direct O O O
Tieren direct O O O
gegenüber direct O O O
; direct O O O
sie direct O O O
sind direct O O O
sündlos direct O O O
, direct O O O
er direct O O O
aber direct O O O
in direct O O O
seiner direct O O O
Größe direct O O O
versetzt direct O O O
die direct O O O
Erde direct O O O
durch direct O O O
seine direct O O O
Erscheinung direct O O O
in direct O O O
Fäulnis direct O O O
und direct O O O
läßt direct O O O
seine direct O O O
faulige direct O O O
Spur direct O O O
hinter direct O O O
sich direct O O O
— direct O O O
o direct O O O
weh direct O O O
, direct O O O
fast direct O O O
jeder direct O O O
von direct O O O
uns direct O O O
. direct O O O
Liebet direct O O O
besonders direct O O O
die direct O O O
Kinder direct O O O
, direct O O O
denn direct O O O
auch direct O O O
sie direct O O O
sind direct O O O
sündlos direct O O O
, direct O O O
gleich direct O O O
den direct O O O
Engeln direct O O O
, direct O O O
sie direct O O O
leben direct O O O
zu direct O O O
unsrer direct O O O
Demütigung direct O O O
, direct O O O
zur direct O O O
Reinigung direct O O O
unsrer direct O O O
Herzen direct O O O
und direct O O O
gleichsam direct O O O
als direct O O O
Beispiel direct O O O
für direct O O O
uns direct O O O
. direct O O O
Fluch direct O O O
dem direct O O O
, direct O O O
der direct O O O
ein direct O O O
Kind direct O O O
gekränkt direct O O O
hat direct O O O
. direct O O O
Mich direct O O O
hat direct O O O
der direct O O O
Pater direct O O O
Anfim direct O O O
( direct O O O
sein direct O O O
Begleiter direct O O O
beim direct O O O
Pilgern direct O O O
) direct O O O
gelehrt direct O O O
, direct O O O
die direct O O O
Kinder direct O O O
zu direct O O O
lieben direct O O O
. direct O O O
Auf direct O O O
unsern direct O O O
Wanderungen direct O O O
hat direct O O O
dieser direct O O O
liebe direct O O O
Schweiger direct O O O
ihnen direct O O O
für direct O O O
geschenkte direct O O O
Groschen direct O O O
Lebkuchen direct O O O
und direct O O O
Zuckerwerk direct O O O
gekauft direct O O O
und direct O O O
verteilt direct O O O
; direct O O O
er direct O O O
konnte direct O O O
nicht direct O O O
an direct O O O
ihnen direct O O O
vorübergehen direct O O O
, direct O O O
ohne direct O O O
daß direct O O O
seine direct O O O
Seele direct O O O
erbebte direct O O O
, direct O O O
. direct O O O
. direct O O O
. direct O O O
Meine direct O O O
Freunde direct O O O
, direct O O O
bittet direct O O O
Gott direct O O O
um direct O O O
Fröhlichkeit direct O O O
, direct O O O
Seid direct O O O
heiter direct O O O
wie direct O O O
die direct O O O
Kinder direct O O O
und direct O O O
die direct O O O
Vöglein direct O O O
des direct O O O
Himmels direct O O O
. direct O O O
"""" direct O O O
( O O O O
II O O O O
, O O O O
202 O O O O
bis O O O O
204 O O O O
, O O O O
) O O O O
